,commune,answer,count,total,value
1509,2000 à 20 000 habitants,anti lobbyiste,1,14496,6.89845474614e-05
1510,2000 à 20 000 habitants,anti migration,1,14496,6.89845474614e-05
1511,2000 à 20 000 habitants,anti privilèges,1,14496,6.89845474614e-05
1512,2000 à 20 000 habitants,anti raciste,1,14496,6.89845474614e-05
1513,2000 à 20 000 habitants,anti systeme,2,14496,0.000137969094923
1514,2000 à 20 000 habitants,anti système,1,14496,6.89845474614e-05
1515,2000 à 20 000 habitants,anti-corruption,4,14496,0.000275938189845
1516,2000 à 20 000 habitants,anti-démagogue,1,14496,6.89845474614e-05
1517,2000 à 20 000 habitants,anti-libéral,3,14496,0.000206953642384
1518,2000 à 20 000 habitants,anti-lobbiste,1,14496,6.89845474614e-05
1519,2000 à 20 000 habitants,anti-people,1,14496,6.89845474614e-05
1520,2000 à 20 000 habitants,anti-spéciste,1,14496,6.89845474614e-05
1521,2000 à 20 000 habitants,anti-systeme,1,14496,6.89845474614e-05
1522,2000 à 20 000 habitants,anti-ue,1,14496,6.89845474614e-05
1523,2000 à 20 000 habitants,anti_lobbying,1,14496,6.89845474614e-05
1524,2000 à 20 000 habitants,anticapitaliste,19,14496,0.00131070640177
1525,2000 à 20 000 habitants,anticipateur,1,14496,6.89845474614e-05
1526,2000 à 20 000 habitants,anticipation,2,14496,0.000137969094923
1527,2000 à 20 000 habitants,anticon,1,14496,6.89845474614e-05
1528,2000 à 20 000 habitants,anticonformiste,6,14496,0.000413907284768
1529,2000 à 20 000 habitants,antienarque,1,14496,6.89845474614e-05
1530,2000 à 20 000 habitants,antieurope,1,14496,6.89845474614e-05
1531,2000 à 20 000 habitants,antifachiste,1,14496,6.89845474614e-05
1532,2000 à 20 000 habitants,antilibéral,2,14496,0.000137969094923
1533,2000 à 20 000 habitants,antilibéral.,1,14496,6.89845474614e-05
1534,2000 à 20 000 habitants,antimondialiste,2,14496,0.000137969094923
1535,2000 à 20 000 habitants,antinucleaire,1,14496,6.89845474614e-05
1536,2000 à 20 000 habitants,antipolitique,1,14496,6.89845474614e-05
1537,2000 à 20 000 habitants,antipolution,1,14496,6.89845474614e-05
1538,2000 à 20 000 habitants,antipouvoir,1,14496,6.89845474614e-05
1539,2000 à 20 000 habitants,antisarko,1,14496,6.89845474614e-05
1540,2000 à 20 000 habitants,antisionniste,1,14496,6.89845474614e-05
1541,2000 à 20 000 habitants,antispeciste,1,14496,6.89845474614e-05
1542,2000 à 20 000 habitants,antispéciste,1,14496,6.89845474614e-05
1543,2000 à 20 000 habitants,antisysteme,1,14496,6.89845474614e-05
1544,2000 à 20 000 habitants,apaisant,3,14496,0.000206953642384
1545,2000 à 20 000 habitants,apaisement,1,14496,6.89845474614e-05
1546,2000 à 20 000 habitants,apolitique,28,14496,0.00193156732892
1547,2000 à 20 000 habitants,apolitique.,1,14496,6.89845474614e-05
1548,2000 à 20 000 habitants,applicatif,1,14496,6.89845474614e-05
1549,2000 à 20 000 habitants,application,1,14496,6.89845474614e-05
1550,2000 à 20 000 habitants,appliqué,1,14496,6.89845474614e-05
1551,2000 à 20 000 habitants,arbitre,1,14496,6.89845474614e-05
1552,2000 à 20 000 habitants,asselineau,9,14496,0.000620860927152
1553,2000 à 20 000 habitants,assertif,1,14496,6.89845474614e-05
1554,2000 à 20 000 habitants,assume,1,14496,6.89845474614e-05
1555,2000 à 20 000 habitants,atentif,1,14496,6.89845474614e-05
1556,2000 à 20 000 habitants,athée,1,14496,6.89845474614e-05
1557,2000 à 20 000 habitants,attentif,56,14496,0.00386313465784
1558,2000 à 20 000 habitants,attentif à tous,1,14496,6.89845474614e-05
1559,2000 à 20 000 habitants,attentif(ve),2,14496,0.000137969094923
1560,2000 à 20 000 habitants,attentif/ve,1,14496,6.89845474614e-05
1561,2000 à 20 000 habitants,attention,1,14496,6.89845474614e-05
1562,2000 à 20 000 habitants,attentionne,1,14496,6.89845474614e-05
1563,2000 à 20 000 habitants,attentionné,3,14496,0.000206953642384
1564,2000 à 20 000 habitants,attentionnée,1,14496,6.89845474614e-05
1565,2000 à 20 000 habitants,atypique,1,14496,6.89845474614e-05
1566,2000 à 20 000 habitants,au service,3,14496,0.000206953642384
1567,2000 à 20 000 habitants,au service !,1,14496,6.89845474614e-05
1568,2000 à 20 000 habitants,au travail,1,14496,6.89845474614e-05
1569,2000 à 20 000 habitants,aucun,26,14496,0.001793598234
1570,2000 à 20 000 habitants,aucun nom,1,14496,6.89845474614e-05
1571,2000 à 20 000 habitants,aucune idee,1,14496,6.89845474614e-05
1572,2000 à 20 000 habitants,aucune idée,2,14496,0.000137969094923
1573,2000 à 20 000 habitants,aucuns,1,14496,6.89845474614e-05
1574,2000 à 20 000 habitants,audace,1,14496,6.89845474614e-05
1575,2000 à 20 000 habitants,audacieu,1,14496,6.89845474614e-05
1576,2000 à 20 000 habitants,audacieuse,1,14496,6.89845474614e-05
1577,2000 à 20 000 habitants,audacieux,26,14496,0.001793598234
1578,2000 à 20 000 habitants,audatieux,2,14496,0.000137969094923
1579,2000 à 20 000 habitants,aujourd'hui fn,1,14496,6.89845474614e-05
1580,2000 à 20 000 habitants,authenticitè,1,14496,6.89845474614e-05
1581,2000 à 20 000 habitants,authenticité,3,14496,0.000206953642384
1582,2000 à 20 000 habitants,authentique,26,14496,0.001793598234
1583,2000 à 20 000 habitants,authentique !,1,14496,6.89845474614e-05
1584,2000 à 20 000 habitants,autocratie,1,14496,6.89845474614e-05
1585,2000 à 20 000 habitants,autocritique,1,14496,6.89845474614e-05
1586,2000 à 20 000 habitants,autodidacte,2,14496,0.000137969094923
1587,2000 à 20 000 habitants,autonome,3,14496,0.000206953642384
1588,2000 à 20 000 habitants,autoritaire,9,14496,0.000620860927152
1589,2000 à 20 000 habitants,autorité,13,14496,0.000896799116998
1590,2000 à 20 000 habitants,autre,1,14496,6.89845474614e-05
1591,2000 à 20 000 habitants,autrement,1,14496,6.89845474614e-05
1592,2000 à 20 000 habitants,avenir,5,14496,0.000344922737307
1593,2000 à 20 000 habitants,avisé,3,14496,0.000206953642384
1594,2000 à 20 000 habitants,avisée,1,14496,6.89845474614e-05
1595,2000 à 20 000 habitants,avoir,1,14496,6.89845474614e-05
1596,2000 à 20 000 habitants,baffe,1,14496,6.89845474614e-05
1597,2000 à 20 000 habitants,bandit,1,14496,6.89845474614e-05
1598,2000 à 20 000 habitants,barack obama,3,14496,0.000206953642384
1599,2000 à 20 000 habitants,barak obama,1,14496,6.89845474614e-05
1600,2000 à 20 000 habitants,battant,2,14496,0.000137969094923
1601,2000 à 20 000 habitants,benevole,3,14496,0.000206953642384
1602,2000 à 20 000 habitants,bernie,1,14496,6.89845474614e-05
1603,2000 à 20 000 habitants,bernie sanders,1,14496,6.89845474614e-05
1604,2000 à 20 000 habitants,berthe,1,14496,6.89845474614e-05
1605,2000 à 20 000 habitants,besancenot,2,14496,0.000137969094923
1606,2000 à 20 000 habitants,bien commun,2,14496,0.000137969094923
1607,2000 à 20 000 habitants,bienveillance,4,14496,0.000275938189845
1608,2000 à 20 000 habitants,bienveillant,42,14496,0.00289735099338
1609,2000 à 20 000 habitants,bienveillant(e),1,14496,6.89845474614e-05
1610,2000 à 20 000 habitants,bilan,3,14496,0.000206953642384
1611,2000 à 20 000 habitants,bilingue,1,14496,6.89845474614e-05
1612,2000 à 20 000 habitants,binôme,1,14496,6.89845474614e-05
1613,2000 à 20 000 habitants,biologiste,1,14496,6.89845474614e-05
1614,2000 à 20 000 habitants,bleue marine,1,14496,6.89845474614e-05
1615,2000 à 20 000 habitants,bon coeur,1,14496,6.89845474614e-05
1616,2000 à 20 000 habitants,bon courage,1,14496,6.89845474614e-05
1617,2000 à 20 000 habitants,bon et juste,1,14496,6.89845474614e-05
1618,2000 à 20 000 habitants,bon sens,13,14496,0.000896799116998
1619,2000 à 20 000 habitants,bon sens !,1,14496,6.89845474614e-05
1620,2000 à 20 000 habitants,bon-sens,1,14496,6.89845474614e-05
1621,2000 à 20 000 habitants,bonjour,1,14496,6.89845474614e-05
1622,2000 à 20 000 habitants,bonne chance,1,14496,6.89845474614e-05
1623,2000 à 20 000 habitants,bonne reflexion,1,14496,6.89845474614e-05
1624,2000 à 20 000 habitants,borlot,1,14496,6.89845474614e-05
1625,2000 à 20 000 habitants,bosseur,1,14496,6.89845474614e-05
1626,2000 à 20 000 habitants,bouddhiste,1,14496,6.89845474614e-05
1627,2000 à 20 000 habitants,bougez,1,14496,6.89845474614e-05
1628,2000 à 20 000 habitants,bougez vous,1,14496,6.89845474614e-05
1629,2000 à 20 000 habitants,boulversement,1,14496,6.89845474614e-05
1630,2000 à 20 000 habitants,brillant,3,14496,0.000206953642384
1631,2000 à 20 000 habitants,bruno le maire,2,14496,0.000137969094923
1632,2000 à 20 000 habitants,bruno lemaire,2,14496,0.000137969094923
1633,2000 à 20 000 habitants,brutal,1,14496,6.89845474614e-05
1634,2000 à 20 000 habitants,bénévole,4,14496,0.000275938189845
1635,2000 à 20 000 habitants,calme,1,14496,6.89845474614e-05
1636,2000 à 20 000 habitants,capable,7,14496,0.00048289183223
1637,2000 à 20 000 habitants,capacité,1,14496,6.89845474614e-05
1638,2000 à 20 000 habitants,capacité  à,1,14496,6.89845474614e-05
1639,2000 à 20 000 habitants,capitaine,1,14496,6.89845474614e-05
1640,2000 à 20 000 habitants,capâble,1,14496,6.89845474614e-05
1641,2000 à 20 000 habitants,caractère,4,14496,0.000275938189845
1642,2000 à 20 000 habitants,casier vierge,1,14496,6.89845474614e-05
1643,2000 à 20 000 habitants,casiervierge,1,14496,6.89845474614e-05
1644,2000 à 20 000 habitants,catholique,3,14496,0.000206953642384
1645,2000 à 20 000 habitants,cause animale,1,14496,6.89845474614e-05
1646,2000 à 20 000 habitants,celine alvarez,1,14496,6.89845474614e-05
1647,2000 à 20 000 habitants,censé,3,14496,0.000206953642384
1648,2000 à 20 000 habitants,chaleureux,1,14496,6.89845474614e-05
1649,2000 à 20 000 habitants,changeant (e),1,14496,6.89845474614e-05
1650,2000 à 20 000 habitants,changement,11,14496,0.000758830022075
1651,2000 à 20 000 habitants,changntdemodèle,1,14496,6.89845474614e-05
1652,2000 à 20 000 habitants,chari,1,14496,6.89845474614e-05
1653,2000 à 20 000 habitants,charismatique,35,14496,0.00241445916115
1654,2000 à 20 000 habitants,charisme,16,14496,0.00110375275938
1655,2000 à 20 000 habitants,charles,1,14496,6.89845474614e-05
1656,2000 à 20 000 habitants,cheeta,1,14496,6.89845474614e-05
1657,2000 à 20 000 habitants,chef,1,14496,6.89845474614e-05
1658,2000 à 20 000 habitants,chef d'état,1,14496,6.89845474614e-05
1659,2000 à 20 000 habitants,chenu,1,14496,6.89845474614e-05
1660,2000 à 20 000 habitants,chevronné,1,14496,6.89845474614e-05
1661,2000 à 20 000 habitants,choisi,1,14496,6.89845474614e-05
1662,2000 à 20 000 habitants,chretien !,1,14496,6.89845474614e-05
1663,2000 à 20 000 habitants,christianisme,1,14496,6.89845474614e-05
1664,2000 à 20 000 habitants,chrétien,3,14496,0.000206953642384
1665,2000 à 20 000 habitants,churchill,1,14496,6.89845474614e-05
1666,2000 à 20 000 habitants,ciceron,1,14496,6.89845474614e-05
1667,2000 à 20 000 habitants,citoyen,70,14496,0.0048289183223
1668,2000 à 20 000 habitants,citoyen  base,1,14496,6.89845474614e-05
1669,2000 à 20 000 habitants,citoyen !!,1,14496,6.89845474614e-05
1670,2000 à 20 000 habitants,citoyen honnête,1,14496,6.89845474614e-05
1671,2000 à 20 000 habitants,citoyen lambda,1,14496,6.89845474614e-05
1672,2000 à 20 000 habitants,citoyen(nne),1,14496,6.89845474614e-05
1673,2000 à 20 000 habitants,citoyen.ne,1,14496,6.89845474614e-05
1674,2000 à 20 000 habitants,citoyenne,1,14496,6.89845474614e-05
1675,2000 à 20 000 habitants,citoyenneté,3,14496,0.000206953642384
1676,2000 à 20 000 habitants,citoyens,5,14496,0.000344922737307
1677,2000 à 20 000 habitants,civil,1,14496,6.89845474614e-05
1678,2000 à 20 000 habitants,clair,18,14496,0.0012417218543
1679,2000 à 20 000 habitants,claire,1,14496,6.89845474614e-05
1680,2000 à 20 000 habitants,claire vision,1,14496,6.89845474614e-05
1681,2000 à 20 000 habitants,clairvoyance,3,14496,0.000206953642384
1682,2000 à 20 000 habitants,clairvoyant,28,14496,0.00193156732892
1683,2000 à 20 000 habitants,clairvoyant(e),2,14496,0.000137969094923
1684,2000 à 20 000 habitants,claivoyance,1,14496,6.89845474614e-05
1685,2000 à 20 000 habitants,claivoyant,1,14496,6.89845474614e-05
1686,2000 à 20 000 habitants,clarete,1,14496,6.89845474614e-05
1687,2000 à 20 000 habitants,clareté,1,14496,6.89845474614e-05
1688,2000 à 20 000 habitants,clarté,1,14496,6.89845474614e-05
1689,2000 à 20 000 habitants,clarté sociale,1,14496,6.89845474614e-05
1690,2000 à 20 000 habitants,classemoyenne,1,14496,6.89845474614e-05
1691,2000 à 20 000 habitants,clean,2,14496,0.000137969094923
1692,2000 à 20 000 habitants,climat,1,14496,6.89845474614e-05
1693,2000 à 20 000 habitants,clown,2,14496,0.000137969094923
1694,2000 à 20 000 habitants,clémenceau,1,14496,6.89845474614e-05
1695,2000 à 20 000 habitants,coeur,1,14496,6.89845474614e-05
1696,2000 à 20 000 habitants,coherant,1,14496,6.89845474614e-05
1697,2000 à 20 000 habitants,coherent,7,14496,0.00048289183223
1698,2000 à 20 000 habitants,cohérence,5,14496,0.000344922737307
1699,2000 à 20 000 habitants,cohérent,21,14496,0.00144867549669
1700,2000 à 20 000 habitants,colbert,1,14496,6.89845474614e-05
1701,2000 à 20 000 habitants,collectif,5,14496,0.000344922737307
1702,2000 à 20 000 habitants,colloboratif,1,14496,6.89845474614e-05
1703,2000 à 20 000 habitants,collégial,1,14496,6.89845474614e-05
1704,2000 à 20 000 habitants,collégialité,1,14496,6.89845474614e-05
1705,2000 à 20 000 habitants,coluche,6,14496,0.000413907284768
1706,2000 à 20 000 habitants,combatif,7,14496,0.00048289183223
1707,2000 à 20 000 habitants,combattant,1,14496,6.89845474614e-05
1708,2000 à 20 000 habitants,combattif,1,14496,6.89845474614e-05
1709,2000 à 20 000 habitants,communiquant,1,14496,6.89845474614e-05
1710,2000 à 20 000 habitants,communique,1,14496,6.89845474614e-05
1711,2000 à 20 000 habitants,communiste,13,14496,0.000896799116998
1712,2000 à 20 000 habitants,compassion,4,14496,0.000275938189845
1713,2000 à 20 000 habitants,compassionel,1,14496,6.89845474614e-05
1714,2000 à 20 000 habitants,compatissant,3,14496,0.000206953642384
1715,2000 à 20 000 habitants,compatissent,1,14496,6.89845474614e-05
1716,2000 à 20 000 habitants,competant,5,14496,0.000344922737307
1717,2000 à 20 000 habitants,competence,3,14496,0.000206953642384
1718,2000 à 20 000 habitants,competent,40,14496,0.00275938189845
1719,2000 à 20 000 habitants,complet,2,14496,0.000137969094923
1720,2000 à 20 000 habitants,comprehendif,1,14496,6.89845474614e-05
1721,2000 à 20 000 habitants,comprehensif,1,14496,6.89845474614e-05
1722,2000 à 20 000 habitants,compromis,1,14496,6.89845474614e-05
1723,2000 à 20 000 habitants,compréhensible,3,14496,0.000206953642384
1724,2000 à 20 000 habitants,compréhensif,18,14496,0.0012417218543
1725,2000 à 20 000 habitants,comptétent,1,14496,6.89845474614e-05
1726,2000 à 20 000 habitants,compétance,2,14496,0.000137969094923
1727,2000 à 20 000 habitants,compétant,16,14496,0.00110375275938
1728,2000 à 20 000 habitants,compétant(e),1,14496,6.89845474614e-05
1729,2000 à 20 000 habitants,compétence,24,14496,0.00165562913907
1730,2000 à 20 000 habitants,compétences,3,14496,0.000206953642384
1731,2000 à 20 000 habitants,compétent,161,14496,0.0111065121413
1732,2000 à 20 000 habitants,compétent !!!,1,14496,6.89845474614e-05
1733,2000 à 20 000 habitants,compétent(e),4,14496,0.000275938189845
1734,2000 à 20 000 habitants,"compétent,.",1,14496,6.89845474614e-05
1735,2000 à 20 000 habitants,compétent.,1,14496,6.89845474614e-05
1736,2000 à 20 000 habitants,compétente,1,14496,6.89845474614e-05
1737,2000 à 20 000 habitants,comuniste,1,14496,6.89845474614e-05
1738,2000 à 20 000 habitants,concerné,19,14496,0.00131070640177
1739,2000 à 20 000 habitants,concerné(e),2,14496,0.000137969094923
1740,2000 à 20 000 habitants,concient,1,14496,6.89845474614e-05
1741,2000 à 20 000 habitants,concis,1,14496,6.89845474614e-05
1742,2000 à 20 000 habitants,concorde,1,14496,6.89845474614e-05
1743,2000 à 20 000 habitants,concret,54,14496,0.00372516556291
1744,2000 à 20 000 habitants,concret(e),1,14496,6.89845474614e-05
1745,2000 à 20 000 habitants,concrets,1,14496,6.89845474614e-05
1746,2000 à 20 000 habitants,concrêt,1,14496,6.89845474614e-05
1747,2000 à 20 000 habitants,confiance,19,14496,0.00131070640177
1748,2000 à 20 000 habitants,confiant,2,14496,0.000137969094923
1749,2000 à 20 000 habitants,congruence,1,14496,6.89845474614e-05
1750,2000 à 20 000 habitants,congruent,2,14496,0.000137969094923
1751,2000 à 20 000 habitants,connecté,2,14496,0.000137969094923
1752,2000 à 20 000 habitants,conscience,7,14496,0.00048289183223
1753,2000 à 20 000 habitants,consciencieux,5,14496,0.000344922737307
1754,2000 à 20 000 habitants,conscient,31,14496,0.0021385209713
1755,2000 à 20 000 habitants,conscientdespro,1,14496,6.89845474614e-05
1756,2000 à 20 000 habitants,conscillient,1,14496,6.89845474614e-05
1757,2000 à 20 000 habitants,consensuel,8,14496,0.000551876379691
1758,2000 à 20 000 habitants,conservateur,1,14496,6.89845474614e-05
1759,2000 à 20 000 habitants,constant,4,14496,0.000275938189845
1760,2000 à 20 000 habitants,constater,1,14496,6.89845474614e-05
1761,2000 à 20 000 habitants,constitution,3,14496,0.000206953642384
1762,2000 à 20 000 habitants,constructeur,1,14496,6.89845474614e-05
1763,2000 à 20 000 habitants,constructif,7,14496,0.00048289183223
1764,2000 à 20 000 habitants,consultant,2,14496,0.000137969094923
1765,2000 à 20 000 habitants,consultatif,6,14496,0.000413907284768
1766,2000 à 20 000 habitants,consultation,2,14496,0.000137969094923
1767,2000 à 20 000 habitants,consultative,1,14496,6.89845474614e-05
1768,2000 à 20 000 habitants,consultez,2,14496,0.000137969094923
1769,2000 à 20 000 habitants,convaincant,5,14496,0.000344922737307
1770,2000 à 20 000 habitants,convaincu,4,14496,0.000275938189845
1771,2000 à 20 000 habitants,convainquant,2,14496,0.000137969094923
1772,2000 à 20 000 habitants,conviction,8,14496,0.000551876379691
1773,2000 à 20 000 habitants,convictions,5,14496,0.000344922737307
1774,2000 à 20 000 habitants,convincant,1,14496,6.89845474614e-05
1775,2000 à 20 000 habitants,coopératif,2,14496,0.000137969094923
1776,2000 à 20 000 habitants,coordinateur,1,14496,6.89845474614e-05
1777,2000 à 20 000 habitants,coordination,1,14496,6.89845474614e-05
1778,2000 à 20 000 habitants,copréhension,1,14496,6.89845474614e-05
1779,2000 à 20 000 habitants,corage,2,14496,0.000137969094923
1780,2000 à 20 000 habitants,correct,3,14496,0.000206953642384
1781,2000 à 20 000 habitants,correcte,1,14496,6.89845474614e-05
1782,2000 à 20 000 habitants,coruscant,1,14496,6.89845474614e-05
1783,2000 à 20 000 habitants,cosmique,1,14496,6.89845474614e-05
1784,2000 à 20 000 habitants,cosmopolite,1,14496,6.89845474614e-05
1785,2000 à 20 000 habitants,cougageu-se-x,1,14496,6.89845474614e-05
1786,2000 à 20 000 habitants,couilles,1,14496,6.89845474614e-05
1787,2000 à 20 000 habitants,couillu,11,14496,0.000758830022075
1788,2000 à 20 000 habitants,couillu !,1,14496,6.89845474614e-05
1789,2000 à 20 000 habitants,couillue,2,14496,0.000137969094923
1790,2000 à 20 000 habitants,couillus,1,14496,6.89845474614e-05
1791,2000 à 20 000 habitants,courage,34,14496,0.00234547461369
1792,2000 à 20 000 habitants,courageaux,1,14496,6.89845474614e-05
1793,2000 à 20 000 habitants,courageuse,4,14496,0.000275938189845
1794,2000 à 20 000 habitants,courageux,207,14496,0.0142798013245
1795,2000 à 20 000 habitants,courageux (se),3,14496,0.000206953642384
1796,2000 à 20 000 habitants,courageux / se,1,14496,6.89845474614e-05
1797,2000 à 20 000 habitants,courageux(se),4,14496,0.000275938189845
1798,2000 à 20 000 habitants,"courageux,",1,14496,6.89845474614e-05
1799,2000 à 20 000 habitants,courageux/euse,1,14496,6.89845474614e-05
1800,2000 à 20 000 habitants,courageux/se,1,14496,6.89845474614e-05
1801,2000 à 20 000 habitants,couragrux,1,14496,6.89845474614e-05
1802,2000 à 20 000 habitants,creatif,1,14496,6.89845474614e-05
1803,2000 à 20 000 habitants,credible,8,14496,0.000551876379691
1804,2000 à 20 000 habitants,croissance,2,14496,0.000137969094923
1805,2000 à 20 000 habitants,créateur,1,14496,6.89845474614e-05
1806,2000 à 20 000 habitants,créatif,6,14496,0.000413907284768
1807,2000 à 20 000 habitants,créativité,1,14496,6.89845474614e-05
1808,2000 à 20 000 habitants,crédible,29,14496,0.00200055187638
1809,2000 à 20 000 habitants,créer,1,14496,6.89845474614e-05
1810,2000 à 20 000 habitants,crésible,1,14496,6.89845474614e-05
1811,2000 à 20 000 habitants,culotté,1,14496,6.89845474614e-05
1812,2000 à 20 000 habitants,cultivé,6,14496,0.000413907284768
1813,2000 à 20 000 habitants,cultivé(e),1,14496,6.89845474614e-05
1814,2000 à 20 000 habitants,culture,1,14496,6.89845474614e-05
1815,2000 à 20 000 habitants,d'aucun parti,1,14496,6.89845474614e-05
1816,2000 à 20 000 habitants,de bon sens,1,14496,6.89845474614e-05
1817,2000 à 20 000 habitants,de droite,1,14496,6.89845474614e-05
1818,2000 à 20 000 habitants,de gauche,4,14496,0.000275938189845
1819,2000 à 20 000 habitants,de gaule,1,14496,6.89845474614e-05
1820,2000 à 20 000 habitants,de gaules,1,14496,6.89845474614e-05
1821,2000 à 20 000 habitants,de gaulle,13,14496,0.000896799116998
1822,2000 à 20 000 habitants,de gaulle !!!!,1,14496,6.89845474614e-05
1823,2000 à 20 000 habitants,de l'autorité,1,14496,6.89845474614e-05
1824,2000 à 20 000 habitants,de la hauteur,1,14496,6.89845474614e-05
1825,2000 à 20 000 habitants,de la poigne,1,14496,6.89845474614e-05
1826,2000 à 20 000 habitants,de la presence,1,14496,6.89845474614e-05
1827,2000 à 20 000 habitants,de la prestance,1,14496,6.89845474614e-05
1828,2000 à 20 000 habitants,de passage,2,14496,0.000137969094923
1829,2000 à 20 000 habitants,de terrain,2,14496,0.000137969094923
1830,2000 à 20 000 habitants,de villepin,2,14496,0.000137969094923
1831,2000 à 20 000 habitants,de villier,1,14496,6.89845474614e-05
1832,2000 à 20 000 habitants,decideur,1,14496,6.89845474614e-05
1833,2000 à 20 000 habitants,decisionnaire,1,14496,6.89845474614e-05
1834,2000 à 20 000 habitants,dedroite,1,14496,6.89845474614e-05
1835,2000 à 20 000 habitants,defendre france,1,14496,6.89845474614e-05
1836,2000 à 20 000 habitants,degage,1,14496,6.89845474614e-05
1837,2000 à 20 000 habitants,degaulle,4,14496,0.000275938189845
1838,2000 à 20 000 habitants,demagogue,1,14496,6.89845474614e-05
1839,2000 à 20 000 habitants,democrate,4,14496,0.000275938189845
1840,2000 à 20 000 habitants,democratie,3,14496,0.000206953642384
1841,2000 à 20 000 habitants,democratique,2,14496,0.000137969094923
1842,2000 à 20 000 habitants,des actes,2,14496,0.000137969094923
1843,2000 à 20 000 habitants,des résultats,1,14496,6.89845474614e-05
1844,2000 à 20 000 habitants,des sous,1,14496,6.89845474614e-05
1845,2000 à 20 000 habitants,des valeurs,1,14496,6.89845474614e-05
1846,2000 à 20 000 habitants,desinteresse,4,14496,0.000275938189845
1847,2000 à 20 000 habitants,desinteressé,5,14496,0.000344922737307
1848,2000 à 20 000 habitants,desinterresse,1,14496,6.89845474614e-05
1849,2000 à 20 000 habitants,desinterressé,1,14496,6.89845474614e-05
1850,2000 à 20 000 habitants,desintèrressé,1,14496,6.89845474614e-05
1851,2000 à 20 000 habitants,dessein,2,14496,0.000137969094923
1852,2000 à 20 000 habitants,determination,3,14496,0.000206953642384
1853,2000 à 20 000 habitants,determine,5,14496,0.000344922737307
1854,2000 à 20 000 habitants,determiné,5,14496,0.000344922737307
1855,2000 à 20 000 habitants,detérminé,1,14496,6.89845474614e-05
1856,2000 à 20 000 habitants,devillepin,1,14496,6.89845474614e-05
1857,2000 à 20 000 habitants,devoir,1,14496,6.89845474614e-05
1858,2000 à 20 000 habitants,devouement,1,14496,6.89845474614e-05
1859,2000 à 20 000 habitants,devouhé,1,14496,6.89845474614e-05
1860,2000 à 20 000 habitants,devoué,5,14496,0.000344922737307
1861,2000 à 20 000 habitants,dialogue,2,14496,0.000137969094923
1862,2000 à 20 000 habitants,didactique,1,14496,6.89845474614e-05
1863,2000 à 20 000 habitants,different,2,14496,0.000137969094923
1864,2000 à 20 000 habitants,différent,3,14496,0.000206953642384
1865,2000 à 20 000 habitants,différents,1,14496,6.89845474614e-05
1866,2000 à 20 000 habitants,digne,9,14496,0.000620860927152
1867,2000 à 20 000 habitants,dignitÉ,2,14496,0.000137969094923
1868,2000 à 20 000 habitants,dignité,2,14496,0.000137969094923
1869,2000 à 20 000 habitants,diplomate,1,14496,6.89845474614e-05
1870,2000 à 20 000 habitants,dire & faire,1,14496,6.89845474614e-05
1871,2000 à 20 000 habitants,dire et faire,1,14496,6.89845474614e-05
1872,2000 à 20 000 habitants,dirigeant,2,14496,0.000137969094923
1873,2000 à 20 000 habitants,discernement,1,14496,6.89845474614e-05
1874,2000 à 20 000 habitants,discret,1,14496,6.89845474614e-05
1875,2000 à 20 000 habitants,disponibilité,1,14496,6.89845474614e-05
1876,2000 à 20 000 habitants,disponible,4,14496,0.000275938189845
1877,2000 à 20 000 habitants,disruptif,2,14496,0.000137969094923
1878,2000 à 20 000 habitants,divergent,1,14496,6.89845474614e-05
1879,2000 à 20 000 habitants,drastique,1,14496,6.89845474614e-05
1880,2000 à 20 000 habitants,droit,55,14496,0.00379415011038
1881,2000 à 20 000 habitants,droit !,1,14496,6.89845474614e-05
1882,2000 à 20 000 habitants,"droit ,",1,14496,6.89845474614e-05
1883,2000 à 20 000 habitants,droit et honete,1,14496,6.89845474614e-05
1884,2000 à 20 000 habitants,droit et juste,2,14496,0.000137969094923
1885,2000 à 20 000 habitants,droite,1,14496,6.89845474614e-05
1886,2000 à 20 000 habitants,droite forte,1,14496,6.89845474614e-05
1887,2000 à 20 000 habitants,droiture,27,14496,0.00186258278146
1888,2000 à 20 000 habitants,du charisme!,1,14496,6.89845474614e-05
1889,2000 à 20 000 habitants,"du charisme,",1,14496,6.89845474614e-05
1890,2000 à 20 000 habitants,du cran,1,14496,6.89845474614e-05
1891,2000 à 20 000 habitants,du monde réel,1,14496,6.89845474614e-05
1892,2000 à 20 000 habitants,du peuple,5,14496,0.000344922737307
1893,2000 à 20 000 habitants,du peuple.,1,14496,6.89845474614e-05
1894,2000 à 20 000 habitants,du social,1,14496,6.89845474614e-05
1895,2000 à 20 000 habitants,duflot,1,14496,6.89845474614e-05
1896,2000 à 20 000 habitants,dunevraisgauche,1,14496,6.89845474614e-05
1897,2000 à 20 000 habitants,dupont,1,14496,6.89845474614e-05
1898,2000 à 20 000 habitants,dupontd'aignan,1,14496,6.89845474614e-05
1899,2000 à 20 000 habitants,durabilité,1,14496,6.89845474614e-05
1900,2000 à 20 000 habitants,dynamique,14,14496,0.000965783664459
1901,2000 à 20 000 habitants,dynamisme,1,14496,6.89845474614e-05
1902,2000 à 20 000 habitants,dèsinterressé,1,14496,6.89845474614e-05
1903,2000 à 20 000 habitants,décideur,2,14496,0.000137969094923
1904,2000 à 20 000 habitants,décidé,2,14496,0.000137969094923
